qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f2_3	4e-27	22.16	361	2	125	482	125	482
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f2_0	5e-27	22.51	382	0	103	484	103	484
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f2_2	7e-22	22.15	325	2	126	449	126	449
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f2_1	4e-20	19.53	425	1	76	500	78	500
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	ID_13_F1_2_F2_2_G_3_SplitPt_70_GenID_0	5e-11	16.62	361	0	127	487	127	487
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f2_5	0.059	15.91	308	4	71	368	65	368
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f17_28	0.13	35.56	45	2	11	52	204	248
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	ID_234_F1_2_F2_6_G_2_SplitPt_192_GenID_0	1.2	24.44	90	1	108	195	106	195
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f2_15	2.2	24.39	41	0	160	200	160	200
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	ID_10_F1_3_F2_7_G_3_SplitPt_190_GenID_0	3.8	23.20	125	5	161	283	179	290
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f13_19	4.2	33.33	57	2	439	494	224	278
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	ID_201_F1_11_F2_7_G_0_SplitPt_219_GenID_0	5.0	28.26	46	0	150	195	345	390
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	ID_38_F1_12_F2_17_G_1_SplitPt_249_GenID_0	6.2	23.64	55	1	159	209	110	164
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	ID_133_F1_17_F2_16_G_4_SplitPt_183_GenID_0	6.4	30.30	33	1	171	193	326	358
ID_190_F1_10_F2_2_G_2_SplitPt_102_GenID_0	f8_26	7.6	38.71	31	0	347	377	339	369
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_30	1e-08	22.10	181	3	27	205	27	205
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_31	4e-05	21.79	156	1	83	236	83	238
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_29	1e-04	18.60	242	4	14	247	14	247
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_29	9.3	26.42	53	0	443	495	443	495
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	ID_29_F1_13_F2_5_G_4_SplitPt_236_GenID_0	0.002	20.10	194	4	14	199	14	199
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_26	0.006	17.67	317	3	16	329	16	329
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_17	0.006	17.08	322	3	163	482	163	482
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_24	0.011	15.88	485	6	8	483	8	483
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	f13_28	0.014	21.30	169	5	83	247	83	247
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	ID_117_F1_8_F2_18_G_2_SplitPt_244_GenID_0	1.9	28.09	89	4	242	316	110	197
ID_176_F1_13_F2_13_G_1_SplitPt_85_GenID_0	ID_6_F1_0_F2_17_G_3_SplitPt_204_GenID_0	8.0	22.37	76	2	221	284	256	331
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_13	0.0	100.00	430	0	71	500	71	500
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_12	1e-145	46.08	434	0	67	500	67	500
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_15	4e-45	25.99	431	2	70	499	70	499
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f11_27	5e-45	92.31	78	0	1	78	1	78
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_14	1e-32	21.45	387	0	70	456	70	456
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f11_26	2e-19	48.00	75	0	4	78	4	78
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_9	9e-15	20.37	427	5	77	500	77	500
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	ID_178_F1_18_F2_2_G_2_SplitPt_132_GenID_0	2e-11	16.98	324	0	133	456	133	456
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_8	3e-11	21.09	294	4	141	431	141	431
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f2_11	4e-10	19.01	363	7	90	439	90	439
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	ID_48_F1_2_F2_18_G_3_SplitPt_188_GenID_0	3e-09	30.58	121	0	68	188	68	188
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f11_25	4e-09	34.85	66	0	9	74	9	74
ID_76_F1_11_F2_2_G_4_SplitPt_70_GenID_0	f11_24	1e-08	39.06	64	0	3	66	3	66
