qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_8	0.0	95.50	333	0	168	500	168	500
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_23	7e-132	100.00	185	0	1	185	1	185
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_9	2e-112	47.87	328	1	172	499	175	499
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_22	2e-62	52.22	180	0	1	180	1	180
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_10	1e-34	23.96	313	0	188	500	188	500
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_20	6e-32	35.12	168	0	2	169	2	169
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_11	2e-28	22.36	331	0	169	499	169	499
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_21	3e-25	29.94	157	0	11	167	11	167
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_5	3e-15	21.00	300	3	198	488	196	488
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_12	3e-12	22.93	266	3	187	449	187	449
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_14	7e-10	21.16	293	0	188	480	188	480
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_15	3e-07	18.18	308	2	188	494	188	494
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_19	4e-07	19.57	184	2	1	173	1	173
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_18	5e-07	17.24	174	0	1	174	1	174
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	ID_103_F1_5_F2_10_G_2_SplitPt_83_GenID_0	8e-06	29.27	82	0	1	82	1	82
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f18_13	6e-05	19.80	303	6	182	469	182	469
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_17	5e-04	17.14	175	2	1	174	1	174
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	ID_10_F1_19_F2_18_G_2_SplitPt_58_GenID_0	0.002	24.10	166	7	141	279	126	288
ID_76_F1_5_F2_18_G_4_SplitPt_185_GenID_0	f5_16	0.009	17.92	173	0	1	173	1	173
