qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_31	4e-66	35.02	317	0	182	498	182	498
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_28	1e-58	30.84	321	0	180	500	180	500
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_24	2e-45	26.90	316	0	179	494	179	494
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_29	6e-44	27.78	306	0	182	487	182	487
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_30	2e-43	28.21	312	0	182	493	182	493
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_24	2e-42	38.80	183	0	2	184	2	184
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_27	8e-40	35.20	179	0	1	179	1	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_25	3e-39	25.39	323	2	179	500	179	500
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_28	7e-39	34.08	179	0	1	179	1	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_25	8e-39	34.50	200	1	1	199	1	200
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_26	4e-38	35.50	200	1	1	199	1	200
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_27	4e-36	25.86	321	2	180	499	180	499
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_26	5e-33	25.62	320	2	182	500	182	500
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_30	8e-31	32.40	179	0	1	179	1	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_31	2e-30	30.17	179	0	1	179	1	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	ID_116_F1_2_F2_17_G_3_SplitPt_208_GenID_0	4e-29	30.35	201	1	1	200	1	201
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_29	4e-27	27.93	179	0	1	179	1	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_18	9e-21	25.42	177	0	2	178	2	178
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	ID_71_F1_2_F2_16_G_3_SplitPt_149_GenID_0	3e-20	29.14	151	0	1	151	1	151
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_19	3e-20	28.92	166	0	13	178	13	178
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_17	2e-18	27.54	167	0	13	179	13	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_16	3e-18	26.55	177	0	3	179	3	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_16	1e-17	18.65	327	0	169	495	169	495
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_20	2e-16	22.99	174	0	2	175	2	175
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_23	5e-16	24.29	177	2	7	179	7	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_21	1e-15	19.66	178	0	2	179	2	179
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f2_22	9e-14	26.39	144	3	19	158	19	158
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	ID_20_F1_2_F2_3_G_3_SplitPt_203_GenID_0	2e-12	18.82	186	0	1	186	1	186
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_22	4e-11	20.81	322	3	186	496	186	496
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_23	1e-10	18.04	327	7	185	496	185	496
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_20	2e-10	19.67	300	5	196	494	220	494
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	ID_91_F1_9_F2_16_G_4_SplitPt_183_GenID_0	3e-10	19.73	299	5	196	493	220	493
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_17	4e-10	16.99	312	2	185	495	185	495
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_13	2e-09	18.36	305	0	181	485	181	485
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_19	7e-09	19.52	333	8	177	487	168	485
ID_76_F1_2_F2_16_G_2_SplitPt_179_GenID_0	f16_11	2e-07	20.93	258	4	242	496	242	496
