qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_5	2e-71	37.65	324	0	173	496	173	496
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_4	6e-66	34.85	330	0	170	499	170	499
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_23	2e-54	46.77	186	0	1	186	1	186
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_22	3e-42	37.37	190	0	1	190	1	190
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_7	2e-32	25.68	331	0	169	499	169	499
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_21	6e-28	31.18	186	0	1	186	1	186
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_6	3e-25	24.35	308	0	167	474	167	474
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_20	4e-22	29.03	186	0	1	186	1	186
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	ID_124_F1_7_F2_19_G_4_SplitPt_94_GenID_0	2e-18	32.03	128	0	63	190	63	190
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_30	6e-08	19.38	160	1	19	174	15	174
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	ID_37_F1_19_F2_16_G_3_SplitPt_235_GenID_0	2e-07	20.13	159	1	33	191	33	178
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_17	4e-07	21.18	170	1	29	197	29	198
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_16	2e-06	20.99	162	0	29	190	29	190
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_31	3e-05	18.44	141	0	33	173	33	173
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_29	6e-05	17.61	142	0	33	174	33	174
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_4	0.001	23.42	111	2	1	109	1	109
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_3	0.003	17.51	257	4	235	487	235	487
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_2	0.003	19.28	223	3	258	474	258	474
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_0	0.003	27.03	74	0	279	352	279	352
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_5	0.006	21.94	155	2	2	154	2	154
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_28	0.008	15.60	141	0	33	173	33	173
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_19	0.061	22.44	156	5	264	414	272	415
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_3	0.070	16.75	191	2	1	188	1	188
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_3	9.5	42.31	26	1	120	145	252	274
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f9_6	2.1	22.95	122	5	37	155	242	351
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f13_8	3.3	20.45	88	0	249	336	249	336
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f5_19	4.1	29.55	44	0	95	138	431	474
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_24	6.2	21.50	107	2	31	124	31	137
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	ID_125_F1_19_F2_5_G_0_SplitPt_180_GenID_0	7.3	20.29	69	0	85	153	85	153
ID_76_F1_19_F2_13_G_3_SplitPt_186_GenID_0	f19_10	7.6	17.05	88	1	44	131	44	128
