qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_11	0.0	99.75	399	0	102	500	102	500
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_10	3e-106	37.97	395	0	105	499	105	499
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f11_27	4e-67	100.00	105	0	1	105	1	105
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_9	8e-26	18.65	429	3	78	499	79	499
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_8	9e-24	22.78	338	3	165	499	165	499
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f11_26	3e-20	42.86	105	0	1	105	1	105
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f11_17	6e-10	37.14	105	0	1	105	1	105
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_12	7e-05	18.66	284	3	230	496	216	496
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f11_28	0.006	25.27	91	1	1	87	1	91
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f11_25	0.11	25.00	84	1	29	112	29	110
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f11_21	0.72	25.00	44	0	1	44	1	44
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f4_16	0.89	24.63	134	6	368	499	310	430
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_3	1.2	39.39	33	0	332	364	177	209
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f18_16	1.5	21.37	131	4	165	291	161	275
ID_12_F1_11_F2_17_G_4_SplitPt_103_GenID_0	f17_14	2.2	20.15	263	9	113	358	113	358
