qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_76_F1_4_F2_8_G_0_SplitPt_91_GenID_0	ID_76_F1_4_F2_8_G_0_SplitPt_91_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_76_F1_4_F2_8_G_0_SplitPt_91_GenID_0	f10_18	6.1	30.00	50	0	267	316	446	495
ID_76_F1_4_F2_8_G_0_SplitPt_91_GenID_0	f17_11	10.0	35.71	28	1	359	386	338	361
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f14_13	0.0	95.64	459	1	42	500	44	500
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f14_12	6e-113	38.34	433	0	67	499	67	499
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f11_29	2e-38	100.00	66	0	1	66	1	66
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f14_14	4e-25	18.37	441	1	59	499	62	499
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f14_15	4e-20	17.56	427	4	69	491	69	491
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f11_28	3e-13	33.33	123	3	2	110	2	122
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	ID_29_F1_3_F2_14_G_2_SplitPt_108_GenID_0	9e-07	18.78	378	10	124	490	123	490
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f14_10	0.004	18.63	263	5	88	338	88	338
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	ID_43_F1_7_F2_16_G_0_SplitPt_250_GenID_0	0.18	21.64	171	7	261	407	238	392
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f11_9	0.92	31.91	47	0	25	71	25	71
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f14_9	3.3	18.31	71	0	99	169	99	169
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f13_15	4.5	34.09	44	1	348	391	310	352
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	ID_67_F1_14_F2_17_G_2_SplitPt_55_GenID_0	6.1	69.23	13	0	367	379	478	490
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f9_14	7.0	30.51	59	3	384	433	365	417
ID_64_F1_11_F2_14_G_4_SplitPt_66_GenID_0	f1_19	7.3	23.08	117	3	284	375	110	224
ID_103_F1_10_F2_10_G_4_SplitPt_65_GenID_0	ID_103_F1_10_F2_10_G_4_SplitPt_65_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_103_F1_10_F2_10_G_4_SplitPt_65_GenID_0	f10_0	0.0	91.56	486	2	15	500	23	500
