qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f15_2	0.0	100.00	296	0	205	500	205	500
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_24	7e-149	100.00	205	0	1	205	1	205
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f15_3	1e-67	39.26	298	0	201	498	201	498
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_25	5e-42	38.24	204	0	1	204	1	204
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f15_1	6e-20	20.79	279	0	216	494	216	494
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_26	3e-11	18.97	195	0	10	204	10	204
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f15_0	2e-10	19.93	296	2	201	495	201	495
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	ID_59_F1_14_F2_3_G_4_SplitPt_177_GenID_0	5e-10	100.00	28	0	178	205	178	205
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_27	1e-08	22.56	195	5	2	191	2	191
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_30	0.006	22.29	175	4	31	188	36	202
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_17	0.20	20.86	163	0	41	203	41	203
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	ID_45_F1_0_F2_19_G_1_SplitPt_95_GenID_0	0.20	35.06	77	4	70	143	376	448
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f3_16	0.29	31.37	51	0	153	203	153	203
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f11_19	0.37	25.53	47	1	250	295	88	134
ID_12_F1_3_F2_15_G_4_SplitPt_204_GenID_0	f15_19	4.1	25.42	59	2	388	439	158	213
