qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_27	9e-12	21.51	172	0	1	172	1	172
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_26	1e-05	18.97	174	2	1	172	1	172
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_26	8.7	26.32	57	0	408	464	171	227
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_30	0.003	19.43	247	2	211	453	207	453
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_24	0.004	17.16	169	1	1	167	1	169
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_19	0.014	19.50	159	2	13	153	4	162
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_28	0.021	27.87	61	0	17	77	17	77
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f18_0	0.16	52.17	23	0	460	482	229	251
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_12	0.22	20.00	80	0	14	93	14	93
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_29	0.27	17.39	115	0	337	451	337	451
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_0	0.53	21.74	92	0	399	490	399	490
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_31	0.80	21.99	141	3	15	147	15	147
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_18	0.89	26.26	99	5	13	99	4	99
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_1	0.91	21.65	97	1	385	480	384	480
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_20	1.8	18.99	79	0	191	269	191	269
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f8_29	2.1	26.67	60	1	17	76	17	64
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f19_17	2.8	35.00	40	1	84	122	227	266
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_31	3.5	17.20	157	0	199	355	199	355
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f14_16	7.7	40.00	30	1	247	276	80	105
ID_12_F1_8_F2_6_G_0_SplitPt_172_GenID_0	f6_19	9.5	21.21	66	1	379	443	379	444
