qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f5_29	0.005	18.31	284	5	77	353	77	353
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f5_31	0.016	16.46	328	5	84	404	94	404
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f5_30	0.024	22.37	219	7	104	306	104	307
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f5_25	0.10	20.82	245	4	71	305	71	305
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f5_26	0.89	21.43	98	0	400	497	400	497
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f16_28	1.8	39.13	23	0	47	69	47	69
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f5_28	1.8	17.24	319	4	124	439	124	431
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	f10_30	2.2	33.33	36	1	386	421	126	156
ID_76_F1_16_F2_5_G_1_SplitPt_70_GenID_0	ID_49_F1_16_F2_5_G_4_SplitPt_107_GenID_0	2.5	26.19	42	0	28	69	28	69
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_13	0.0	100.00	426	0	75	500	75	500
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_12	9e-109	38.44	437	1	66	500	64	500
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f6_5	4e-46	60.87	138	2	1	130	1	138
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_15	5e-26	23.24	426	2	77	500	77	500
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_14	1e-22	19.55	445	2	63	500	58	500
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f6_4	3e-14	40.54	74	0	2	75	2	75
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	ID_88_F1_4_F2_14_G_3_SplitPt_218_GenID_0	8e-07	18.10	210	0	290	499	290	499
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f6_6	9e-04	30.99	71	1	4	74	7	74
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_17	0.005	21.88	160	2	274	432	274	432
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f6_7	0.021	22.06	68	0	6	73	6	73
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_8	0.028	18.67	391	6	111	483	99	483
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_18	0.039	25.19	131	2	270	399	270	399
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f14_10	0.049	18.72	390	3	115	495	112	495
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f9_11	0.50	23.61	72	0	168	239	256	327
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	ID_0_F1_9_F2_14_G_2_SplitPt_159_GenID_0	0.68	17.13	181	3	161	335	161	339
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f8_1	0.93	23.64	110	4	353	456	17	116
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f2_28	2.2	33.33	42	0	170	211	65	106
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f16_22	2.6	24.00	50	0	242	291	208	257
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f9_2	3.0	23.60	89	2	68	155	316	400
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f18_24	3.5	30.36	56	2	87	142	424	475
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f5_28	3.8	40.74	27	0	180	206	334	360
ID_64_F1_6_F2_14_G_4_SplitPt_74_GenID_0	f8_14	6.4	31.43	35	0	295	329	441	475
