qseqid	sseqid	evalue	pident	length	gaps	sstart	send	qstart	qend
ID_402_F1_2_F2_2_G_1_SplitPt_107_GenID_0	ID_402_F1_2_F2_2_G_1_SplitPt_107_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_402_F1_2_F2_2_G_1_SplitPt_107_GenID_0	f1_16	2.4	44.44	27	0	212	238	146	172
ID_402_F1_2_F2_2_G_1_SplitPt_107_GenID_0	f19_8	3.2	23.97	146	6	16	159	352	475
ID_402_F1_2_F2_2_G_1_SplitPt_107_GenID_0	f2_11	3.8	22.92	96	4	85	164	85	180
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f4_13	0.0	100.00	376	0	125	500	125	500
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_420_F1_0_F2_4_G_4_SplitPt_212_GenID_0	0.0	99.65	289	0	212	500	212	500
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f4_12	6e-92	38.30	376	0	125	500	125	500
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_22	3e-84	96.18	131	0	1	131	1	131
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_68_F1_4_F2_4_G_3_SplitPt_108_GenID_0	7e-68	32.80	375	0	125	499	125	499
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f4_14	5e-34	21.87	375	0	126	500	126	500
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f4_15	3e-31	21.60	375	0	123	497	123	497
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_23	1e-26	42.74	124	0	2	125	2	125
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_165_F1_10_F2_4_G_4_SplitPt_239_GenID_0	4e-16	20.56	248	0	250	497	250	497
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_438_F1_4_F2_4_G_2_SplitPt_143_GenID_0	2e-14	17.18	355	0	146	500	146	500
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_20	1e-11	27.13	129	0	2	130	2	130
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_31	5e-08	25.83	120	2	3	121	3	121
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_21	1e-06	23.39	124	2	2	121	2	121
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f4_9	8e-05	17.98	367	2	138	498	138	498
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_30	5e-04	23.85	109	0	3	111	3	111
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_18	0.011	23.14	121	2	3	121	3	121
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_16	0.063	18.49	119	0	3	121	3	121
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_175_F1_13_F2_12_G_4_SplitPt_246_GenID_0	0.094	18.49	119	0	3	121	3	121
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_366_F1_1_F2_4_G_0_SplitPt_198_GenID_0	0.80	23.08	52	0	287	338	287	338
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	ID_168_F1_0_F2_19_G_0_SplitPt_153_GenID_0	1.8	23.46	81	2	372	438	98	178
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f7_21	2.7	39.39	33	1	138	170	244	273
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f4_10	2.9	24.27	103	1	235	337	242	337
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f5_3	9.4	22.22	90	2	184	273	316	397
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f13_17	9.4	17.95	117	0	5	121	5	121
ID_449_F1_13_F2_4_G_4_SplitPt_124_GenID_0	f14_5	9.8	32.26	31	0	119	149	105	135
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	f17_26	2.7	27.27	55	0	366	420	290	344
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	ID_115_F1_0_F2_10_G_3_SplitPt_76_GenID_0	3.4	41.18	34	1	21	54	239	270
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	f5_1	3.9	24.14	58	1	161	217	432	489
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	f5_25	4.2	30.51	59	4	262	311	372	430
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	f13_24	6.3	34.69	49	1	318	356	254	302
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	f7_30	6.4	26.96	115	6	182	286	226	339
ID_190_F1_2_F2_0_G_0_SplitPt_236_GenID_0	ID_454_F1_5_F2_17_G_4_SplitPt_212_GenID_0	9.5	31.67	60	2	21	80	342	396
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	0.0	100.00	500	0	1	500	1	500
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f18_18	6e-51	28.19	337	0	164	500	164	500
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f18_19	2e-49	29.67	337	0	164	500	164	500
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	ID_89_F1_2_F2_18_G_4_SplitPt_169_GenID_0	2e-48	29.85	325	0	176	500	176	500
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f7_12	3e-24	38.71	155	0	7	161	7	161
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f7_13	3e-22	32.30	161	0	1	161	1	161
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	ID_161_F1_14_F2_18_G_4_SplitPt_131_GenID_0	7e-13	21.41	313	1	167	476	167	479
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f18_17	9e-13	21.41	313	1	167	476	167	479
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f18_16	1e-06	19.08	283	2	190	471	190	471
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	f7_14	2e-04	18.47	157	2	6	161	6	161
ID_472_F1_7_F2_18_G_3_SplitPt_161_GenID_0	ID_99_F1_7_F2_18_G_4_SplitPt_57_GenID_0	0.001	19.33	238	8	1	227	1	227
